song_id,fold,arousal_label,valence_label,proxy_oof,proxy_insample,aux_oof,aux_insample,human_calm_ref,human_tense_ref,arousal_lowest_quartile,arousal_lowest_decile,arousal_highest_decile,tense_low_valence_ref
86,1,5.6,5.4,5.791657820124508,5.608311689081441,5.8713889853867265,5.899603384354443,False,False,False,False,False,False
87,4,2.6,5.3,3.935852417555807,2.609042179233323,4.059633797354739,4.130069754891087,True,False,True,True,False,False
88,0,5.5,6.7,5.8239313304873255,5.507073312660894,6.086701165631196,6.093162997314154,False,False,False,False,False,False
89,2,4.8,4.5,3.9722883056607654,4.804168564789958,4.006298070775272,4.044657635982202,False,False,False,False,False,False
90,0,4.2,4.3,4.432147653493697,4.198125828965821,4.324654733173506,4.314735658114603,False,False,False,False,False,False
91,2,5.5,4.5,4.619505202944001,5.482262591603238,4.935111383260355,4.924194324671037,False,False,False,False,False,False
92,0,4.7,5.8,4.808628944504413,4.7179646811944895,4.883276129605316,4.807437004123132,False,False,False,False,False,False
93,0,6.0,7.2,5.5154526564113935,5.997066200913058,5.24164474540918,5.2481483674527185,False,True,False,False,False,False
95,0,4.6,3.3,3.71241586619754,4.589703524600982,4.1640798803577,4.144737932926675,False,False,False,False,False,False
96,2,6.9,6.8,5.553003159512357,6.857862707879476,5.772971846849044,5.836064995874148,False,True,False,False,True,False
98,0,2.7,4.3,4.312958907445409,2.698326081796896,4.640249142400502,4.586368994702301,False,False,True,True,False,False
99,2,4.1,4.3,4.629014196255634,4.1005907614002,4.449368805694009,4.453701657953363,False,False,False,False,False,False
101,3,2.8,3.4,3.0291633452724556,2.802582184627412,3.4305292088333244,3.3996092612148514,False,False,True,True,False,False
102,0,5.4,6.5,6.180177220538716,5.40086476279225,5.146949966123918,5.089283055567801,False,False,False,False,False,False
103,2,3.3,5.6,5.018165759310993,3.32270475999451,4.57153417884223,4.587859606077836,True,False,True,False,False,False
104,0,3.3,6.1,4.127895673692098,3.3183983344546175,4.447341965561314,4.394804588141717,True,False,True,False,False,False
105,3,5.0,6.5,6.156830989518607,5.018196687804766,5.390402697227432,5.415543311843615,False,False,False,False,False,False
106,2,3.3,4.6,4.854504779374942,3.318257131239915,4.298601073848427,4.242471614524306,False,False,True,False,False,False
107,1,4.8,6.0,3.7866865369768985,4.722481091737981,4.489786049950654,4.429601164418574,False,False,False,False,False,False
108,2,4.2,4.5,5.042118259117361,4.2238249905871035,5.623443017904261,5.607794355858704,False,False,False,False,False,False
109,1,4.5,4.4,4.153513934331726,4.493419039518596,4.347855774679272,4.285935700322043,False,False,False,False,False,False
110,1,2.8,4.4,4.236094176864098,2.8144916989983173,4.895056080936714,4.822628971125061,False,False,True,True,False,False
111,2,5.3,5.3,3.9624346629087985,5.279954787374495,4.4918784117611885,4.410410778663126,False,False,False,False,False,False
112,1,6.4,6.8,6.709284791980012,6.426846786054646,5.792187857584812,5.806249688222909,False,True,False,False,False,False
113,4,3.8,5.4,4.9715709962129075,3.8005535751264574,5.158147128075457,5.12122892839838,True,False,True,False,False,False
114,2,5.7,4.8,5.044456819578243,5.685187681530563,4.957862457539985,4.9632053003308885,False,False,False,False,False,False
115,3,7.8,8.4,5.807620916740128,7.761064724113227,5.4771911970663005,5.585445087902627,False,True,False,False,True,False
116,3,3.9,4.4,5.253099006427474,3.908407336450242,4.624538922700538,4.622591618772897,False,False,False,False,False,False
117,4,5.0,3.9,4.3287681665926625,4.9665421761868656,4.267547683114416,4.261942982813629,False,False,False,False,False,False
118,2,4.6,4.9,5.478242806592501,4.619915003771013,5.50431557924599,5.615117876922496,False,False,False,False,False,False
119,3,3.2,4.3,3.9822001000524514,3.217720892504477,4.371036692811727,4.550201733827151,False,False,True,False,False,False
120,2,5.0,3.8,3.882339959119934,4.978711560102924,4.0279107281575985,4.0369615284493054,False,False,False,False,False,False
121,4,3.9,3.1,4.091150853086514,3.8922502215138817,4.498581240871932,4.518761313957373,False,False,False,False,False,False
122,1,4.6,5.5,4.782421212544557,4.5907889245246425,5.441252915566475,5.393470949756084,False,False,False,False,False,False
123,2,6.2,6.1,6.800491054026768,6.232152501725668,5.908405213768845,5.8805136168504895,False,True,False,False,False,False
124,4,2.8,3.7,3.879399450053231,2.8069146892111436,3.894928358413528,3.871527746929624,False,False,True,True,False,False
125,0,4.2,4.5,4.668683095508223,4.21415426491964,4.405343038059204,4.404135953214394,False,False,False,False,False,False
126,1,6.1,5.1,4.586987554600071,6.060936096009045,3.9267016645763033,3.9396049741947277,False,True,False,False,False,False
127,1,5.3,3.0,3.728121127453186,5.253580342069368,4.187774978417921,4.222592617813464,False,False,False,False,False,False
128,2,4.0,3.6,3.62191451344642,3.985349297410762,4.0178289777025045,4.037776890318112,False,False,False,False,False,False
129,4,6.0,4.2,5.375490049528029,5.9898859140820635,4.87904477867051,4.858423755737181,False,True,False,False,False,True
130,3,4.2,3.3,3.1479906062714464,4.16774102132078,3.217561919683624,3.291379910238577,False,False,False,False,False,False
131,2,4.9,6.1,5.507239324269323,4.904510085806758,5.101825930286773,5.127980540986376,False,False,False,False,False,False
133,2,2.2,2.8,3.8175358605948446,2.2279969384438028,2.4854471676242107,2.507906203735874,False,False,True,True,False,False
134,1,6.0,5.4,4.412005023312857,5.982931267816273,4.46504471666969,4.434596376021553,False,True,False,False,False,False
135,3,3.5,3.7,3.420987106410143,3.4977764178979838,2.6974122953342374,2.7598197054279656,False,False,True,False,False,False
136,0,6.2,6.8,6.311561371780271,6.221696920762281,6.19097673531797,6.2056948257551685,False,True,False,False,False,False
137,2,5.8,4.3,4.4287285125478055,5.795495755679503,4.103776011805818,4.136920020350772,False,True,False,False,False,True
138,0,2.4,3.8,3.3295687096151,2.447781297760679,3.0527917396303748,3.090287860519344,False,False,True,True,False,False
140,4,4.5,4.2,5.2886329920890285,4.5219339745288725,4.415875955501318,4.396792396752118,False,False,False,False,False,False
142,1,4.8,4.6,3.9971211304848273,4.790791066149673,4.273879665312588,4.3283291393024355,False,False,False,False,False,False
143,3,4.9,4.0,4.490928767978182,4.9021960448789,4.491017132233412,4.438242544874251,False,False,False,False,False,False
144,0,4.7,3.4,3.8568433450589934,4.6838023354614045,3.8260017712400765,3.7955052306673807,False,False,False,False,False,False
145,3,5.4,3.1,2.7321510836869587,5.320910959023632,3.095933118911752,3.1001581135074625,False,False,False,False,False,False
146,2,3.5,2.4,2.546012452400694,3.4898401863165733,3.0131667786059904,3.0699060024408187,False,False,True,False,False,False
148,1,5.0,4.7,5.869803628453936,5.001180646330995,6.140329078161143,6.179905028449473,False,False,False,False,False,False
149,3,3.1,3.4,2.916083811837599,3.090697696173749,2.8938133130218264,2.9239705998161565,False,False,True,False,False,False
150,2,5.4,5.0,5.4830684708664545,5.399251077836316,5.268992405511873,5.1993690377559725,False,False,False,False,False,False
151,4,4.5,4.0,3.954024021410624,4.498093490040027,3.9986688749598915,3.946023201830695,False,False,False,False,False,False
152,4,5.6,4.4,5.072654978572279,5.595460872163839,4.624793260802062,4.651837130522938,False,False,False,False,False,False
153,0,4.5,3.9,3.8861729611983487,4.5213326594815975,4.246317428053723,4.174842224212658,False,False,False,False,False,False
154,0,4.1,4.2,4.255889250976546,4.106293595060965,3.7267785933137807,3.715310046000974,False,False,False,False,False,False
155,2,5.4,3.6,5.000609755399624,5.38728637054785,4.751774481125822,4.780808945497935,False,False,False,False,False,False
156,1,6.7,6.4,5.782652884980718,6.677123881480138,5.059923751134164,5.0650603063526844,False,True,False,False,True,False
157,3,6.2,4.0,3.569076607681932,6.1681290140054665,4.075300339192642,4.13952534413357,False,True,False,False,False,True
158,1,3.6,2.1,3.4709432675679737,3.585529566518745,3.429793065068645,3.3881654311953486,False,False,True,False,False,False
159,1,3.1,3.8,3.1566101809837126,3.0900002313320845,3.585422037670885,3.482080971281537,False,False,True,False,False,False
160,4,3.5,3.5,4.558454990001412,3.511015583570749,3.611245598632113,3.666444717643543,False,False,True,False,False,False
161,2,3.5,6.3,3.1750028853596577,3.4965980012660443,3.386908533278347,3.4948425354173116,True,False,True,False,False,False
162,2,4.6,3.7,3.726299794579433,4.587854500029008,4.109619842947477,4.145314035663708,False,False,False,False,False,False
163,3,4.5,3.6,3.6140322499739184,4.500241337848887,3.6672276812266893,3.7835213146800672,False,False,False,False,False,False
164,4,2.9,4.1,2.5518862341942614,2.8808306382807425,2.54040296549081,2.573367428286494,False,False,True,True,False,False
166,0,4.2,3.1,5.299062503745489,4.243205194183549,4.928607024962421,4.87362920294906,False,False,False,False,False,False
167,2,3.3,2.7,3.6720927340948726,3.3174172732866585,4.058557268247595,4.09520467008591,False,False,True,False,False,False
168,2,3.4,3.3,3.5808651104739346,3.3974326037459543,3.702670873161944,3.668452905746045,False,False,True,False,False,False
169,2,2.8,2.4,3.3657892236469023,2.832614963461823,3.437532128066132,3.46083209734162,False,False,True,True,False,False
170,2,5.0,3.0,3.3007236777107387,4.979274648032206,3.6566042013753477,3.775768491919183,False,False,False,False,False,False
171,1,3.6,2.1,2.9418531345545853,3.5903102390382156,3.508729960384172,3.550781780716049,False,False,True,False,False,False
172,0,5.0,3.8,4.163245542568962,4.989579323957856,3.4858675678849185,3.4764800546920345,False,False,False,False,False,False
173,2,2.2,4.6,3.167848048055554,2.1960358656725933,2.664392409139886,2.6145681812823165,False,False,True,True,False,False
174,4,3.8,4.0,4.150135470917436,3.834392199666166,3.5324085803190286,3.5782227181345796,False,False,True,False,False,False
175,2,4.3,3.7,3.9605333420650797,4.298018042540887,4.791836047331391,4.677127594747129,False,False,False,False,False,False
176,3,3.9,2.4,3.4466790950357367,3.9022445469768643,3.3854584295951904,3.44739161405567,False,False,False,False,False,False
177,4,5.6,4.8,4.891679713326336,5.578784120449977,5.293900432935163,5.330547353081869,False,False,False,False,False,False
178,1,3.7,2.8,4.639980413291885,3.710316396999114,5.399943767311724,5.4879928062859875,False,False,True,False,False,False
179,1,6.0,5.2,4.367675030958289,5.967090906015852,3.9759552648132375,3.9882029444707405,False,True,False,False,False,False
180,3,5.9,4.8,4.748003265015837,5.866806847075369,4.511354552324121,4.600183855558584,False,True,False,False,False,True
181,4,2.5,3.7,3.4936242325989397,2.513710370142003,3.9583053049273382,4.029709782312361,False,False,True,True,False,False
182,4,3.7,2.2,3.6150010688890153,3.6815013387283377,3.9625854156304077,3.8885687964620104,False,False,True,False,False,False
184,4,3.4,3.6,3.890378165674643,3.388802785507376,3.743502197721629,3.7457088718846334,False,False,True,False,False,False
185,3,4.6,4.9,3.473513396241516,4.590808070906412,3.5505548898592996,3.647344758229048,False,False,False,False,False,False
186,3,4.0,3.7,4.143054129703164,4.010202304761398,3.981515747286312,3.9570996309447337,False,False,False,False,False,False
187,1,3.7,2.5,2.913884304205825,3.697239311758476,3.715809988956107,3.711260175100151,False,False,True,False,False,False
188,1,3.3,4.0,3.7326550422973392,3.3125661493402836,4.013632235316857,4.002237634919607,False,False,True,False,False,False
189,3,7.1,6.5,3.7505494646348017,7.089398017830206,4.436525657351047,4.537101184108661,False,True,False,False,True,False
190,1,3.1,2.8,3.1047523343401155,3.0825781320379284,3.3756041385956124,3.4170868179463483,False,False,True,False,False,False
191,3,6.3,5.1,3.9192269701246674,6.233977497460664,4.267785267809398,4.346282738261415,False,True,False,False,False,False
192,4,6.1,5.8,5.537694429110712,6.1095673416049,4.7076601731024015,4.74267332363243,False,True,False,False,False,False
193,4,3.0,4.1,4.008851706784924,3.006020889078883,4.533176867096958,4.588532286434559,False,False,True,True,False,False
194,0,4.7,2.7,3.8721926436273435,4.679373188749227,4.07129053776463,3.9835965463467486,False,False,False,False,False,False
195,1,2.7,4.2,3.221876041902318,2.70790420963535,3.3825437002398635,3.3450423192071215,False,False,True,True,False,False
196,2,4.5,4.3,3.766449892056154,4.484344933743176,3.7663224458698634,3.7185633539655294,False,False,False,False,False,False
197,2,2.8,2.2,2.5739490284658424,2.7845698851979717,3.300970202733695,3.286966978071959,False,False,True,True,False,False
198,4,3.3,1.9,2.586177372039933,3.2941223424399544,2.717034616189623,2.728299562330929,False,False,True,False,False,False
199,2,5.7,5.3,4.5657856450697,5.6943930349855805,4.149101688795866,4.02045300413378,False,False,False,False,False,False
201,0,4.8,3.7,3.891200895491932,4.7699531136122815,4.083424444856618,4.095967830290985,False,False,False,False,False,False
202,3,5.2,4.6,4.552170070936642,5.174796784688968,4.5326504000576335,4.569492244600343,False,False,False,False,False,False
203,0,4.8,3.5,4.34944930175607,4.765981775710615,3.8527558075162993,3.917836119063839,False,False,False,False,False,False
204,2,2.2,3.6,3.2443918435552423,2.21694448007942,3.7499940968333685,3.7407349823166998,False,False,True,True,False,False
205,3,4.5,3.0,4.257180150377388,4.519310256536831,3.7433030070479267,3.765171289005787,False,False,False,False,False,False
206,0,2.6,2.3,3.3423023588389364,2.6035295160578698,2.4484275767266785,2.447869618320694,False,False,True,True,False,False
207,1,4.8,4.8,4.218051939812926,4.800679483189397,4.680470703119284,4.688706618874887,False,False,False,False,False,False
208,1,6.5,4.8,5.815913688757778,6.49028904619335,5.889337815944482,5.919477147040235,False,True,False,False,True,True
209,3,4.6,3.1,3.6079818982504,4.594694682535959,3.133528451777264,3.13261210892657,False,False,False,False,False,False
210,1,5.5,4.2,3.8633035006483247,5.4789418007356305,4.000411146810341,4.028741237956886,False,False,False,False,False,False
211,2,4.9,3.1,3.7108995347348417,4.873168820874321,3.6358088341873445,3.6719473091120998,False,False,False,False,False,False
212,1,5.4,4.6,4.739664052911733,5.395290793097009,4.681550348847073,4.719459724458583,False,False,False,False,False,False
213,3,2.5,2.6,3.1518911488723336,2.5064903928732507,2.9302793474376383,2.976175533882425,False,False,True,True,False,False
214,1,4.1,3.6,3.9834407334515602,4.099773319841854,4.0264811577434365,4.05581946363618,False,False,False,False,False,False
215,2,2.6,3.2,3.5499958084175076,2.610309054444426,3.0456594241902044,3.102311343772696,False,False,True,True,False,False
216,2,5.3,4.5,4.112512707048252,5.296642009424703,4.585255354625615,4.574555995926163,False,False,False,False,False,False
217,0,4.8,3.5,4.029932848248507,4.806785869592355,4.164009809767873,4.162084117442516,False,False,False,False,False,False
218,0,4.0,2.9,4.51265336300978,4.005060376100578,4.077363224669228,4.041202197588816,False,False,False,False,False,False
219,4,3.8,2.4,4.355161060509659,3.814502602229401,3.6437411444103547,3.661871125794124,False,False,True,False,False,False
220,4,3.4,4.1,3.6303894776135097,3.4007729659316874,3.970968250168917,3.901751873993582,False,False,True,False,False,False
221,0,3.4,4.3,3.382459418373466,3.3898486070042253,3.6985305151292915,3.7022412321626934,False,False,True,False,False,False
222,4,4.3,3.8,3.1006370607349742,4.263572215287214,3.4422813332300217,3.4295695230094054,False,False,False,False,False,False
223,3,3.5,2.2,3.4388838764783243,3.5123432383703936,3.480603431609538,3.534682900578786,False,False,True,False,False,False
224,3,5.7,5.5,5.506337949110287,5.690250708418251,5.373800014230343,5.454348382092677,False,False,False,False,False,False
225,1,4.2,3.7,3.212336300731877,4.197354057291751,3.5411266563503565,3.512454174948317,False,False,False,False,False,False
226,2,5.0,4.9,4.941980783985714,5.011869004989786,3.8519919663013695,3.8652615869208895,False,False,False,False,False,False
227,2,3.5,3.1,4.353535441135115,3.508711011134048,4.034758875218986,3.985258049361068,False,False,True,False,False,False
228,1,4.0,3.5,4.585035240923067,4.01116700915397,4.627545376785058,4.66396937322162,False,False,False,False,False,False
229,0,4.8,4.8,4.944802610851725,4.80802352253197,5.514494788291691,5.446803794061863,False,False,False,False,False,False
231,4,5.6,4.1,4.220368543391001,5.544004118246238,4.500427244396745,4.525148113674693,False,False,False,False,False,False
232,1,2.7,2.5,3.198651262307371,2.716169548354884,3.4581265255181,3.475552042049137,False,False,True,True,False,False
233,1,4.5,4.7,4.740031974296034,4.51105865689374,5.250695262544837,5.275528697201746,False,False,False,False,False,False
234,4,3.9,3.5,4.206760840045262,3.910553722587397,3.8069496820722666,3.7880255140124133,False,False,False,False,False,False
235,4,3.7,3.0,4.02553872635088,3.696269542500327,4.6712812975718006,4.6802438487826485,False,False,True,False,False,False
236,4,2.4,2.5,3.1155810166025755,2.421128121744778,3.4056048736367934,3.348810961064518,False,False,True,True,False,False
237,0,3.9,4.2,3.483407679064582,3.8922103531035854,3.9167689602068023,3.8721314669425877,False,False,False,False,False,False
238,2,4.6,3.0,3.1642992154816105,4.563096167018802,3.417550009060058,3.460524519017918,False,False,False,False,False,False
239,4,3.3,2.3,2.941418413883761,3.324795138984375,2.786695156393573,2.8465122208615248,False,False,True,False,False,False
240,4,6.6,6.4,6.238877228937668,6.5889172058813275,5.083924401073707,5.040288899421734,False,True,False,False,True,False
241,4,4.6,4.1,4.648884441613741,4.589982375191957,3.7851606404914118,3.789359710854754,False,False,False,False,False,False
242,1,4.7,3.5,3.7074825437977155,4.673900272166224,3.648285779336554,3.6982418266171964,False,False,False,False,False,False
243,1,4.1,7.2,4.338930692358054,4.1024173244187185,3.9403174702158372,3.892885317161955,False,False,False,False,False,False
244,0,4.2,4.3,3.5718298168738793,4.19270672409269,4.331619214661279,4.290798869752777,False,False,False,False,False,False
245,2,6.1,4.2,5.0289009373592695,6.106174786615254,4.670515757251257,4.623457610684709,False,True,False,False,False,True
246,0,3.2,4.9,3.5465831796093874,3.1959575777216034,3.5551327414210023,3.5294570317257516,True,False,True,False,False,False
247,2,4.5,3.9,3.1289886222054317,4.481513508928418,4.094885133252852,4.0169342240820125,False,False,False,False,False,False
248,1,3.7,3.4,5.144177052320317,3.7188154639291477,4.583380968458052,4.5421715667569735,False,False,True,False,False,False
250,2,3.6,3.4,3.4992340663743615,3.592965534544569,3.9009727727966146,3.877195010810615,False,False,True,False,False,False
253,4,2.5,6.6,4.433435735940363,2.5177782367306536,4.652517266685847,4.750454325918655,True,False,True,True,False,False
254,3,7.4,5.3,6.971396341681056,7.387073238840161,5.046772820696303,5.138017214153711,False,True,False,False,True,False
257,1,6.9,7.6,5.895246199524865,6.870617811142392,5.541740589769425,5.511864070079324,False,True,False,False,True,False
258,4,4.3,4.3,4.081502584120002,4.288912320251195,3.8855769461117884,3.954846525610961,False,False,False,False,False,False
260,0,3.6,5.3,4.774136978839466,3.6557772737609673,4.784633740367375,4.773268667924366,True,False,True,False,False,False
262,1,6.9,5.6,4.176603014039419,6.849033661250682,4.251090720882953,4.299731487668488,False,True,False,False,True,False
264,2,5.5,5.3,4.507648997615831,5.492640295148724,4.231640552964718,4.207980133123868,False,False,False,False,False,False
265,3,6.4,4.5,5.479856230673915,6.390781353203605,4.966864088695337,4.959196365450275,False,True,False,False,False,True
266,2,4.8,3.6,4.979606183572281,4.857776099911814,4.641501896513557,4.6723289233663206,False,False,False,False,False,False
269,4,4.8,4.3,4.943747070510141,4.814708723544764,5.151370955904111,5.196943139042328,False,False,False,False,False,False
270,1,7.1,6.1,7.05952731585379,7.112945613629171,5.310187381503727,5.324133358221217,False,True,False,False,True,False
272,2,6.4,5.9,5.8009784312746415,6.380037020741877,5.564221996456273,5.644011111642889,False,True,False,False,False,False
273,2,7.2,5.4,6.102028105950567,7.191692227452914,5.329418284578948,5.353998374632667,False,True,False,False,True,False
274,4,6.0,7.7,6.127707943903312,5.992434378469252,6.4471657967896325,6.428553910873825,False,True,False,False,False,False
275,4,5.5,5.3,5.190634924546253,5.509309725510438,4.908583559474029,4.951323398159416,False,False,False,False,False,False
276,1,5.3,6.1,5.9677135106282,5.319031707512537,5.385298144691713,5.392575130161772,False,False,False,False,False,False
278,2,5.1,5.5,5.50866084277191,5.119517473540523,5.029317612703408,5.095911078800677,False,False,False,False,False,False
279,0,4.7,3.6,4.09998746463802,4.712726403359199,4.684763550522255,4.614173283449394,False,False,False,False,False,False
280,3,3.3,4.2,3.319511664252436,3.3009074916648506,2.930695148474396,3.0912571905867203,False,False,True,False,False,False
281,2,7.0,5.4,5.825924423915971,6.994842134261869,5.005305975377928,5.031198044656329,False,True,False,False,True,False
282,1,4.2,3.2,5.160699768567198,4.200915997993587,4.600180625091453,4.640923473069252,False,False,False,False,False,False
284,0,5.2,4.4,4.134405180050911,5.178269040594871,4.128126697126077,4.078155963715461,False,False,False,False,False,False
285,2,5.1,3.5,4.256428257374191,5.085261625787006,4.120790384815687,4.178868903242866,False,False,False,False,False,False
286,0,6.9,5.7,4.844270090601494,6.860507328331806,4.588784860033925,4.512806335321535,False,True,False,False,True,False
288,0,5.2,3.5,4.69664458711868,5.196357972225175,4.979688324615614,4.9734431591471155,False,False,False,False,False,False
